State,Grade,Standard ID,Standard Text,Project Name,Course Name
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",5.1 Product Insights,Web Development
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,5.1 Product Insights,Web Development
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,5.1 Product Insights,Web Development
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",5.1 Product Insights,Web Development
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,5.2 Personal Portfolio,Web Development
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",5.2 Personal Portfolio,Web Development
CSTA,6-8,2-AP-14,Create procedures with parameters to organize code and make it easier to reuse.,5.2 Personal Portfolio,Web Development
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,5.2 Personal Portfolio,Web Development
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",5.2 Personal Portfolio,Web Development
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,5.2 Personal Portfolio,Web Development
CSTA,9-10,3A-AP-16,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions.",5.2 Personal Portfolio,Web Development
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",5.2 Personal Portfolio,Web Development
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,5.2 Personal Portfolio,Web Development
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,5.2 Personal Portfolio,Web Development
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",5.2 Personal Portfolio,Web Development
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,5.3 Code Corporation,Web Development
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",5.3 Code Corporation,Web Development
CSTA,6-8,2-AP-14,Create procedures with parameters to organize code and make it easier to reuse.,5.3 Code Corporation,Web Development
CSTA,6-8,2-AP-15,Seek and incorporate feedback from team members and users to refine a solution that meets user needs.,5.3 Code Corporation,Web Development
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,5.3 Code Corporation,Web Development
CSTA,6-8,2-AP-18,Distribute tasks and maintain a project timeline when collaboratively developing computational artifacts.,,
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",5.3 Code Corporation,Web Development
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,5.3 Code Corporation,Web Development
CSTA,9-10,3A-AP-16,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions.",5.3 Code Corporation,Web Development
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",5.3 Code Corporation,Web Development
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,5.3 Code Corporation,Web Development
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,5.3 Code Corporation,Web Development
CSTA,9-10,3A-AP-22,Design and develop computational artifacts working in team roles using collaborative tools.,5.3 Code Corporation,Web Development
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",5.3 Code Corporation,Web Development
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,5.4 Life Frame,Web Development
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",5.4 Life Frame,Web Development
CSTA,6-8,2-AP-14,Create procedures with parameters to organize code and make it easier to reuse.,5.4 Life Frame,Web Development
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,5.4 Life Frame,Web Development
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",5.4 Life Frame,Web Development
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,5.4 Life Frame,Web Development
CSTA,9-10,3A-AP-16,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions.",5.4 Life Frame,Web Development
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",5.4 Life Frame,Web Development
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,5.4 Life Frame,Web Development
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,5.4 Life Frame,Web Development
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",5.4 Life Frame,Web Development
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,5.5 Passion Project,Web Development
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",5.5 Passion Project,Web Development
CSTA,6-8,2-AP-14,Create procedures with parameters to organize code and make it easier to reuse.,5.5 Passion Project,Web Development
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,5.5 Passion Project,Web Development
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",5.5 Passion Project,Web Development
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,5.5 Passion Project,Web Development
CSTA,9-10,3A-AP-16,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions.",5.5 Passion Project,Web Development
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",5.5 Passion Project,Web Development
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,5.5 Passion Project,Web Development
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,5.5 Passion Project,Web Development
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",5.5 Passion Project,Web Development
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,1.1 Fortune Teller,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",1.1 Fortune Teller,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,1.1 Fortune Teller,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,1.1 Fortune Teller,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,1.2 Interactive Story,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,1.2 Interactive Story,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",1.2 Interactive Story,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,1.2 Interactive Story,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",1.2 Interactive Story,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,1.2 Interactive Story,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,1.3 User Namer,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,1.3 User Namer,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",1.3 User Namer,Intro to Python
CSTA,6-8,2-AP-15,Seek and incorporate feedback from team members and users to refine a solution that meets user needs.,1.3 User Namer,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,1.3 User Namer,Intro to Python
CSTA,6-8,2-AP-18,Distribute tasks and maintain a project timeline when collaboratively developing computational artifacts.,1.3 User Namer,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",1.3 User Namer,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,1.3 User Namer,Intro to Python
CSTA,9-10,3A-AP-19,"Document programs in order to make them easier to follow, test, and debug.",1.3 User Namer,Intro to Python
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,1.3 User Namer,Intro to Python
CSTA,9-10,3A-AP-22,Design and develop computational artifacts working in team roles using collaborative tools.,1.3 User Namer,Intro to Python
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",1.3 User Namer,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,1.4 Movie Trailer,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,1.4 Movie Trailer,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",1.4 Movie Trailer,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,1.4 Movie Trailer,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",1.4 Movie Trailer,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,1.4 Movie Trailer,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,1.5 Big Debut,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,1.5 Big Debut,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",1.5 Big Debut,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,1.5 Big Debut,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",1.5 Big Debut,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,1.5 Big Debut,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,1.6 Speaking Style,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,1.6 Speaking Style,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",1.6 Speaking Style,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,1.6 Speaking Style,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",1.6 Speaking Style,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,1.6 Speaking Style,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,2.1 Can I Take Your Order?,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,2.1 Can I Take Your Order?,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",2.1 Can I Take Your Order?,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,2.1 Can I Take Your Order?,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",2.1 Can I Take Your Order?,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,2.1 Can I Take Your Order?,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,2.2 The G.O.A.T.,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,2.2 The G.O.A.T.,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",2.2 The G.O.A.T.,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,2.2 The G.O.A.T.,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",2.2 The G.O.A.T.,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,2.2 The G.O.A.T.,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,2.3 The Great Race,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,2.3 The Great Race,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",2.3 The Great Race,Intro to Python
CSTA,6-8,2-AP-15,Seek and incorporate feedback from team members and users to refine a solution that meets user needs.,2.3 The Great Race,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,2.3 The Great Race,Intro to Python
CSTA,6-8,2-AP-18,Distribute tasks and maintain a project timeline when collaboratively developing computational artifacts.,2.3 The Great Race,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",2.3 The Great Race,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,2.3 The Great Race,Intro to Python
CSTA,9-10,3A-AP-19,"Document programs in order to make them easier to follow, test, and debug.",2.3 The Great Race,Intro to Python
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,2.3 The Great Race,Intro to Python
CSTA,9-10,3A-AP-22,Design and develop computational artifacts working in team roles using collaborative tools.,2.3 The Great Race,Intro to Python
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",2.3 The Great Race,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,"2.4 I Want It, I Bought It",Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,"2.4 I Want It, I Bought It",Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.","2.4 I Want It, I Bought It",Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,"2.4 I Want It, I Bought It",Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.","2.4 I Want It, I Bought It",Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,"2.4 I Want It, I Bought It",Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,2.5 Sports Reporter,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,2.5 Sports Reporter,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",2.5 Sports Reporter,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,2.5 Sports Reporter,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",2.5 Sports Reporter,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,2.5 Sports Reporter,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,2.6 Number Trick,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,2.6 Number Trick,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",2.6 Number Trick,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,2.6 Number Trick,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",2.6 Number Trick,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,2.6 Number Trick,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,Capstone #1 Business Founder,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,Capstone #1 Business Founder,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",Capstone #1 Business Founder,Intro to Python
CSTA,6-8,2-AP-15,Seek and incorporate feedback from team members and users to refine a solution that meets user needs.,Capstone #1 Business Founder,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,Capstone #1 Business Founder,Intro to Python
CSTA,6-8,2-AP-18,Distribute tasks and maintain a project timeline when collaboratively developing computational artifacts.,Capstone #1 Business Founder,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",Capstone #1 Business Founder,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,Capstone #1 Business Founder,Intro to Python
CSTA,9-10,3A-AP-19,"Document programs in order to make them easier to follow, test, and debug.",Capstone #1 Business Founder,Intro to Python
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,Capstone #1 Business Founder,Intro to Python
CSTA,9-10,3A-AP-22,Design and develop computational artifacts working in team roles using collaborative tools.,Capstone #1 Business Founder,Intro to Python
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",Capstone #1 Business Founder,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,3.1 Snack Shack,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,3.1 Snack Shack,Intro to Python
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",3.1 Snack Shack,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",3.1 Snack Shack,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,3.1 Snack Shack,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",3.1 Snack Shack,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,3.1 Snack Shack,Intro to Python
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",3.1 Snack Shack,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,3.2 Text Adventure,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,3.2 Text Adventure,Intro to Python
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",3.2 Text Adventure,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",3.2 Text Adventure,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,3.2 Text Adventure,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",3.2 Text Adventure,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,3.2 Text Adventure,Intro to Python
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",3.2 Text Adventure,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,3.3 Trivia Countdown,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,3.3 Trivia Countdown,Intro to Python
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",3.3 Trivia Countdown,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",3.3 Trivia Countdown,Intro to Python
CSTA,6-8,2-AP-15,Seek and incorporate feedback from team members and users to refine a solution that meets user needs.,3.3 Trivia Countdown,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,3.3 Trivia Countdown,Intro to Python
CSTA,6-8,2-AP-18,Distribute tasks and maintain a project timeline when collaboratively developing computational artifacts.,3.3 Trivia Countdown,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",3.3 Trivia Countdown,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,3.3 Trivia Countdown,Intro to Python
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",3.3 Trivia Countdown,Intro to Python
CSTA,9-10,3A-AP-19,"Document programs in order to make them easier to follow, test, and debug.",3.3 Trivia Countdown,Intro to Python
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,3.3 Trivia Countdown,Intro to Python
CSTA,9-10,3A-AP-22,Design and develop computational artifacts working in team roles using collaborative tools.,3.3 Trivia Countdown,Intro to Python
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",3.3 Trivia Countdown,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,3.4 Ask the Expert,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,3.4 Ask the Expert,Intro to Python
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",3.4 Ask the Expert,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",3.4 Ask the Expert,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,3.4 Ask the Expert,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",3.4 Ask the Expert,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,3.4 Ask the Expert,Intro to Python
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",3.4 Ask the Expert,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,3.5 Riddle Keeper,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,3.5 Riddle Keeper,Intro to Python
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",3.5 Riddle Keeper,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",3.5 Riddle Keeper,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,3.5 Riddle Keeper,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",3.5 Riddle Keeper,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,3.5 Riddle Keeper,Intro to Python
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",3.5 Riddle Keeper,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,3.6 Superfan,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,3.6 Superfan,Intro to Python
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",3.6 Superfan,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",3.6 Superfan,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,3.6 Superfan,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",3.6 Superfan,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,3.6 Superfan,Intro to Python
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",3.6 Superfan,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,4.1 Special Request,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,4.1 Special Request,Intro to Python
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",4.1 Special Request,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",4.1 Special Request,Intro to Python
CSTA,6-8,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",4.1 Special Request,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,4.1 Special Request,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",4.1 Special Request,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,4.1 Special Request,Intro to Python
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",4.1 Special Request,Intro to Python
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",4.1 Special Request,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,4.2 Gabby the Chatbot,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,4.2 Gabby the Chatbot,Intro to Python
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",4.2 Gabby the Chatbot,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",4.2 Gabby the Chatbot,Intro to Python
CSTA,6-8,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",4.2 Gabby the Chatbot,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,4.2 Gabby the Chatbot,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",4.2 Gabby the Chatbot,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,4.2 Gabby the Chatbot,Intro to Python
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",4.2 Gabby the Chatbot,Intro to Python
